time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,stationName,active
2020-10-28T00:36:52.778Z,66.3229,-157.2235,0,2.7,ml,,,,1,ak,ak020dvgin06,2020-10-28T00:59:54.040Z,"63 km S of Shungnak, Alaska",earthquake,,0.5,,,automatic,ak,ak,tram xxx,1
2020-10-28T00:23:06.426Z,31.6521,-104.2934,5,2.5,ml,,65,0.177,0.38,us,us7000c6j9,2020-10-28T00:55:27.040Z,"58 km S of Whites City, New Mexico",earthquake,1.2,1.8,0.071,92,reviewed,us,us,tram xxx,1
2020-10-28T00:16:52.610Z,17.921,-66.8308,11,2.51,md,20,202,0.0726,0.12,pr,pr2020302001,2020-10-28T00:34:02.275Z,"8 km S of Indios, Puerto Rico",earthquake,0.6,0.44,0.33,15,reviewed,pr,pr,tram xxx,1
2020-10-28T00:08:35.690Z,17.9351,-66.9615,10,2.5,md,13,222,0.0896,0.14,pr,pr2020302000,2020-10-28T00:31:43.491Z,Puerto Rico region,earthquake,0.6,0.43,0.19,10,reviewed,pr,pr,tram xxx,1
2020-10-27T23:48:51.650Z,17.9431,-66.9863,9,2.66,md,10,224,0.0636,0.11,pr,pr2020301009,2020-10-28T00:30:12.164Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.54,0.47,0.19,8,reviewed,pr,pr,tram xxx,1
2020-10-27T23:38:04.973Z,19.6155,122.2098,34.94,4.5,mb,,126,2.642,1.01,us,us7000c6iy,2020-10-28T00:43:40.040Z,"95 km SSE of Basco, Philippines",earthquake,7.8,9.2,0.106,26,reviewed,us,us,tram xxx,1
2020-10-27T23:18:51.850Z,36.4528333,-117.9613333,7.04,2.82,ml,47,67,0.09668,0.15,ci,ci39446927,2020-10-29T02:46:47.040Z,"18km SSE of Lone Pine, CA",earthquake,0.14,0.41,0.169,23,reviewed,ci,ci,tram xxx,1
2020-10-27T22:50:35.066Z,-2.3552,119.0656,30.58,4.4,mb,,128,2.49,0.6,us,us7000c6i9,2020-10-27T23:18:05.040Z,"41 km NNE of Mamuju, Indonesia",earthquake,7,3.4,0.134,16,reviewed,us,us,tram xxx,1
2020-10-27T22:14:21.265Z,54.604,-159.6956,28.4,4.2,mb,,170,0.235,0.82,us,us7000c6hs,2020-10-27T23:36:11.027Z,"96 km SSE of Sand Point, Alaska",earthquake,6.5,6.3,0.118,20,reviewed,us,us,tram xxx,1
2020-10-27T20:51:15.905Z,7.5704,-36.7192,10,4.6,mb,,117,13.335,0.55,us,us7000c6h9,2020-10-27T22:02:29.040Z,central Mid-Atlantic Ridge,earthquake,12.7,1.9,0.08,49,reviewed,us,us,tram xxx,1
2020-10-27T20:48:01.566Z,31.7195,-104.1274,11.24,2.7,ml,,48,0.083,0.53,us,us7000c6g4,2020-10-27T21:52:56.040Z,"50 km W of Mentone, Texas",earthquake,1.2,6.2,0.077,98,reviewed,us,us,tram xxx,1
2020-10-27T20:47:31.780Z,54.0445,-159.632,19.36,4.3,mb,,162,0.788,0.51,us,us7000c6g6,2020-10-27T22:51:04.607Z,"154 km SSE of Sand Point, Alaska",earthquake,6.8,5.9,0.11,25,reviewed,us,us,tram xxx,1
2020-10-27T19:43:52.653Z,-2.2432,119.093,22,5.4,mww,,19,2.461,0.97,us,us7000c6e1,2020-10-28T19:48:06.753Z,"53 km NNE of Mamuju, Indonesia",earthquake,1.9,1.8,0.065,23,reviewed,us,us,tram xxx,1
2020-10-27T19:22:43.900Z,36.6015,-121.0576667,12.69,3.29,mw,80,62,0.0272,0.16,nc,nc73475701,2020-11-03T01:36:31.454Z,"11km NE of Pinnacles, CA",earthquake,0.18,0.32,,4,reviewed,nc,nc,tram xxx,1
2020-10-27T17:30:49.980Z,54.136,-159.7145,13.87,4.2,mwr,,155,1.293,0.76,us,us7000c69x,2020-10-29T16:19:41.040Z,"142 km SSE of Sand Point, Alaska",earthquake,6.3,5.2,0.08,15,reviewed,us,us,tram xxx,1
2020-10-27T16:32:26.249Z,-38.5982,-68.9803,9.81,4.1,mb,,68,2.174,0.61,us,us7000c68t,2020-10-27T23:53:50.436Z,"31 km SSW of Añelo, Argentina",earthquake,7,4.8,0.151,12,reviewed,us,us,tram xxx,1
2020-10-27T15:43:51.802Z,7.1134,-78.5916,10,4.5,mb,,106,2.802,0.72,us,us6000cdt0,2020-11-02T21:02:12.017Z,"65 km SW of Jaqué, Panama",earthquake,7.8,1.9,0.136,16,reviewed,us,us,tram xxx,1
2020-10-27T15:23:00.889Z,38.0359,-96.8806,5,2.6,mb_lg,,115,0.836,0.45,us,us6000cdsh,2020-10-27T18:44:29.040Z,"6 km S of Burns, Kansas",earthquake,2.8,2,0.081,40,reviewed,us,us,tram xxx,1
2020-10-27T15:15:29.559Z,-6.7923,130.0307,113.12,4.3,mb,,70,1.726,0.57,us,us6000cdsc,2020-11-02T20:52:24.040Z,Banda Sea,earthquake,8.5,8.7,0.119,20,reviewed,us,us,tram xxx,1
2020-10-27T15:01:04.792Z,-62.3277,-58.525,10,4.6,mb,,102,0.111,1.17,us,us7000c82n,2020-11-02T20:39:14.040Z,South Shetland Islands,earthquake,5.6,1.9,0.146,14,reviewed,us,us,tram xxx,1
2020-10-27T14:55:33.464Z,-62.1521,-58.2628,12.66,4,mb,,110,0.206,0.49,us,us7000c836,2020-11-02T20:22:59.040Z,South Shetland Islands,earthquake,6,4.4,0.3,4,reviewed,us,us,tram xxx,1
2020-10-27T14:38:42.503Z,-62.3711,-58.2756,2.79,4.8,mb,,82,0.225,1.31,us,us6000cdrz,2020-11-02T20:09:26.040Z,South Shetland Islands,earthquake,2.1,4.3,0.113,26,reviewed,us,us,tram xxx,1
2020-10-27T14:06:09.132Z,54.0459,-159.6859,13.63,4.5,mb,,138,0.788,0.64,us,us6000cdrk,2020-11-02T20:07:03.040Z,"152 km SSE of Sand Point, Alaska",earthquake,4.5,3.8,0.055,98,reviewed,us,us,tram xxx,1
2020-10-27T13:50:39.931Z,-11.7205,166.1319,63.23,4.3,mb,,66,3.848,0.4,us,us7000c82l,2020-11-02T19:48:45.040Z,"116 km SSE of Lata, Solomon Islands",earthquake,9.4,7.6,0.142,14,reviewed,us,us,tram xxx,1
2020-10-27T13:34:53.559Z,-12.6354,167.2065,229.05,4.1,mb,,96,2.795,0.46,us,us7000c82m,2020-11-02T19:37:26.040Z,"142 km NNW of Sola, Vanuatu",earthquake,13.7,8.1,0.099,28,reviewed,us,us,tram xxx,0
2020-10-27T13:31:45.060Z,35.8876667,-117.6243333,6.13,2.49,ml,46,36,0.05133,0.14,ci,ci39446303,2020-11-02T18:26:58.040Z,"24km NW of Searles Valley, CA",earthquake,0.12,0.33,0.155,26,reviewed,ci,ci,tram xxx,0
2020-10-27T13:23:07.868Z,54.0958,-159.6869,20.2,4.4,mb,,167,0.739,0.85,us,us6000cdqz,2020-11-02T18:20:12.040Z,"147 km SSE of Sand Point, Alaska",earthquake,6.4,3.6,0.11,25,reviewed,us,us,tram xxx,0
2020-10-27T13:20:25.309Z,79.1585,3.3707,10,4.5,mb,,66,2.746,0.91,us,us7000c82r,2020-11-02T18:00:09.040Z,Greenland Sea,earthquake,9.6,1.7,0.156,12,reviewed,us,us,tram xxx,0
2020-10-27T13:03:35.134Z,-18.0633,-177.777,623.94,4.2,mb,,87,3.748,0.51,us,us7000c82k,2020-11-02T17:38:59.040Z,Fiji region,earthquake,12.6,7,0.075,50,reviewed,us,us,tram xxx,0
2020-10-27T12:51:19.850Z,17.8471,-66.8901,9,2.63,md,17,250,0.1285,0.12,pr,pr2020301005,2020-10-27T13:32:30.721Z,"13 km S of Guánica, Puerto Rico",earthquake,0.52,0.97,0.13,3,reviewed,pr,pr,tram xxx,0
2020-10-27T12:44:56.304Z,31.6892,-104.3727,4.9,2.8,ml,,49,0.104,0.29,us,us6000cdqh,2020-11-02T12:27:14.040Z,"53 km S of Whites City, New Mexico",earthquake,1.4,4.2,0.05,52,reviewed,us,us,tram xxx,0
2020-10-27T11:59:18.312Z,-0.47,-78.7458,10.6,4.7,mb,,144,0.358,0.97,us,us6000cdq4,2020-10-28T17:48:04.574Z,"20 km WNW of Machachi, Ecuador",earthquake,3.4,6.3,0.115,23,reviewed,us,us,tram xxx,0
2020-10-27T11:26:20.480Z,18.9545,-65.0598,30,3.6,md,15,328,1.3427,0.3,pr,pr2020301003,2020-11-02T08:02:46.040Z,"69 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.87,19.34,0.18,7,reviewed,pr,pr,tram xxx,0
2020-10-27T11:13:47.641Z,-62.3415,-58.3119,10,4.5,mb,,81,0.194,1.17,us,us6000cdrw,2020-11-02T12:56:34.040Z,South Shetland Islands,earthquake,5.2,1.3,0.18,9,reviewed,us,us,tram xxx,0
